,Price,lower Price,upper Price
2026-03-01,,74.32195317756381,82.25798832392289
2026-03-08,,74.21389940730919,82.56876540233858
2026-03-15,,74.11621374455086,82.87001537007029
2026-03-22,,73.79060680989394,82.9259760850538
2026-03-29,,73.71007980819606,83.2116956263293
2026-04-05,,73.63676263999542,83.49101359477984
2026-04-12,,73.56994621928169,83.7646413757216
2026-04-19,,73.5090383206175,84.03317175150146
2026-04-26,,73.45353765524008,84.29710575151795
2026-05-03,,73.64629335293449,84.80015148637435
2026-05-10,,73.60037645472732,85.05612309737873
2026-05-17,,73.55874183684986,85.30862314775104
2026-05-24,,73.2778265684903,85.31465716708877
2026-05-31,,73.2439369618705,85.56103365836069
2026-06-07,,73.84845989380828,86.43958578364136
2026-06-14,,73.82141855027113,86.6807354561334
2026-06-21,,73.79752267066966,86.91955038721711
2026-06-28,,73.77661084553634,87.156191986474
2026-07-05,,73.75853691617877,87.39080641255654
2026-07-12,,73.74316803035605,87.62352651767462
2026-07-19,,73.73038300559475,87.85447348430043
2026-07-26,,73.72007094261188,88.08375821172213
2026-08-02,,73.71213004362511,88.31148249772369
